aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Commuter Rail,Haverhill Line,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.502186859,4065
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Fares,Reduced Fares,Youth Pass,0.013941534,11935
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Vehicles,Usable Cars,2,0.160261901,12492
Reporting Group,Bus,111,Other Demographics,Age,65 or older,0.012643335,334
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Orient Heights,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.024443756,5567
Reporting Group,Bus,71,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.660558944,1924
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.005869102,6348
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Fares,Fare Product,Other,0.007826634,5260
Systemwide,All Modes,Systemwide,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.234391192,13241
Reporting Group,Bus,4 & 7,Other Demographics,Ability to Understand English,Always,0.954829366,1476
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Race and Ethnicity,Title VI Minority,Yes,0.512788906,8171
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Roxbury Crossing,Other Demographics,Gender,Prefer not to say,0.002017247,9644
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,Monthly Pass,0.424733002,7746
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Alternative Modes,Used Alternative Mode,Yes,0.119964192,7022
Reporting Group,Bus,86,Other Demographics,Age,45 to 64,0.086380179,2145
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Ashmont,Income,Household Income,Prefer not to say,0.145380259,10421
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Savin Hill,Other Demographics,Gender,Man,0.411082978,11698
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Kendall/MIT,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.250491794,11539
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Other Demographics,Ability to Understand English,Never,0.008873781,11226
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Shawmut,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.008171088,11917
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Green Line,All Green Line,Income,Household Income,80% to 100% of Area Median Income,0.114054735,12467
Reporting Group,Bus,22,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.344606436,725
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Income,Household Income,140% to 200% of Area Median Income,0.020694286,5322
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.268214416,8546
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Fields Corner,Trip Purpose and Frequency,Frequency,Less than once per month,0.083579647,11102
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.001788476,8515
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Porter,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.088223269,11863
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Washington Street to Boston College,Alternative Modes,Alternative Mode,Drive Alone,0.137647085,8376
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Race and Ethnicity,Race,Black or African American,0.150098107,9441
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Lechmere and Science Park/West End,Alternative Modes,Alternative Mode,Walk,0.206866284,7388
Reporting Group,Bus,"114, 116, & 117",Fares,Reduced Fares,Youth Pass,0.012928213,448
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Prefer not to say,0.003422405,7854
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Revere Beach,Income,Title VI Low-Income,Yes,0.843756933,5525
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Haymarket,Fares,Reduced Fares,Student (S-Card or M7),0.015973885,9104
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Other Demographics,Age,26 to 34,0.270288789,3419
Reporting Group,Bus,4 & 7,Vehicles,Usable Cars,1,0.378115006,1321
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Vehicles,Usable Cars,2,0.223282562,12146
Reporting Group,Bus,61 & 70,Other Demographics,Gender,Man,0.454964138,1663
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.008442157,1966
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Other Demographics,Age,35 to 44,0.234857655,4119
Reporting Group,Bus,15,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.414536106,684
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Other Demographics,Age,26 to 34,0.364903282,13181
Reporting Group,Bus,22,Race and Ethnicity,Race,White,0.191430944,876
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Orient Heights,Race and Ethnicity,Race,Prefer not to say,0.075123978,5484
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Trip Purpose and Frequency,Frequency,5 days per week,0.492750845,12282
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.107501083,9771
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Charles/MGH,Income,Household Income,Prefer not to say,0.113920539,10475
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Downtown Crossing,Vehicles,Usable Cars,2,0.15950007,11197
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Vehicles,Cars per Capita,1 or more,0.126438712,12993
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Hynes Convention Center,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.143891986,6928
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Fares,Fare Product,Monthly Pass,0.303642507,12659
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Fares,Fare Product,1-day Pass,0.018432519,9264
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Fares,Fare Product,Monthly Pass,0.440488505,9850
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Income,Title VI Low-Income,Yes,0.604959775,12340
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Vehicles,Usable Cars,0,0.244222351,9543
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Alternative Modes,Alternative Mode,Different MBTA Service,0.446649169,8077
Reporting Group,Bus,71,Income,Household Income,Less than 30% of Area Median Income,0.194866262,1990
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.123965856,7631
Service Mode,Ferry,All Ferry,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.063088573,13142
Reporting Group,Bus,57,Vehicles,Usable Cars,0,0.415162862,1689
Reporting Group,Bus,Quincy - East,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.017593036,3014
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Income,Household Income,80% to 100% of Area Median Income,0.136879811,4709
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Income,Title VI Low-Income,No,0.395040225,12343
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.157001587,3959
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Income,Household Income,Prefer not to say,0.183510124,10547
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Arlington,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.00474878,5614
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Fares,Reduced Fares,Transportation Access Pass (TAP),0.013547107,9064
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - North Shore,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.261612921,2761
Reporting Group,Bus,11,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.202425154,102
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Fields Corner,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.151458974,11117
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Other Demographics,Age,26 to 34,0.388836153,10581
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.109279896,8139
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Income,Household Income,200% or more of Area Median Income,0.037193303,4049
Reporting Group,Bus,23,Income,Title VI Low-Income,Yes,0.936582141,980
Service Mode,Rapid Transit or Bus Rapid Transit,All Rapid Transit or Bus Rapid Transit,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.107382868,13329
Reporting Group,Commuter Rail,Kingston Line,Alternative Modes,Used Alternative Mode,No,0.838172284,4093
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Park Street,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.099078499,11378
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Race and Ethnicity,Race,Other,0.049733709,7121
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Other Demographics,Age,Under 18,0.009893203,11719
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Other Demographics,Ability to Understand English,Often,0.040027526,6735
Reporting Group,Bus,34 & 34E,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.006577416,1154
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.083949524,8095
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Race and Ethnicity,Hispanic or Latino/Latina,No,0.882528024,8420
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - East,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.017122034,3342
Reporting Group,Commuter Rail,Haverhill Line,Other Demographics,Gender,Man,0.447225155,4354
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Alewife,Income,Title VI Low-Income,Yes,0.603912894,10045
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Alternative Modes,Alternative Mode,Walk,0.13329688,10764
Reporting Group,Commuter Rail,Framingham/Worcester Line,Vehicles,Cars per Capita,0,0.29195907,4004
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.052546885,12396
Reporting Group,Bus,Malden/Everett - South,Fares,Reduced Fares,Student (S-Card or M7),0.014222028,2933
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Medford/Tufts,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.100798223,7262
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Alternative Modes,Alternative Mode,Drive Alone,0.071159329,6109
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Alternative Modes,Alternative Mode,Other,0.019131058,10676
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.094166096,8518
Reporting Group,Ferry,Ferry,Other Demographics,Age,26 to 34,0.216788674,5146
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Other Demographics,Gender,Non-Binary,0.017995823,11236
Reporting Group,Bus,Brighton/Allston/Watertown - Other Suburb,Alternative Modes,Alternative Mode,Other,0.0,2391
Reporting Group,Bus,104,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.423603619,20
Reporting Group,Bus,39,Fares,Reduced Fares,Senior CharlieCard,0.025484228,1356
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Lechmere and Science Park/West End,Race and Ethnicity,Race,Middle Eastern or North African,0.036314047,7518
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.030723271,5166
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wood Island,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.023848926,5712
Reporting Group,Commuter Rail,Lowell Line,Other Demographics,Age,45 to 64,0.100191772,4534
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Arlington,Other Demographics,Gender,Man,0.310335563,5817
Reporting Group,Bus,111,Income,Title VI Low-Income,Yes,0.900499933,322
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.111416757,8984
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Fares,Reduced Fares,Senior CharlieCard,0.033618316,8208
Reporting Group,Bus,Malden/Everett - North,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.004513186,3188
Reporting Group,Ferry,Ferry,Income,Title VI Low-Income,Yes,0.359903839,5126
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Alternative Modes,Alternative Mode,Drive Alone,0.215620408,6428
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Other Demographics,Gender,Non-Binary,0.011359366,8137
Reporting Group,Bus,"8, 55 & CT3",Income,Household Income,140% to 200% of Area Median Income,0.029223225,2178
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Vehicles,Usable Cars,3 or more,0.026685663,6396
Reporting Group,Commuter Rail,Kingston Line,Alternative Modes,Alternative Mode,Different MBTA Service,0.445932534,4085
Reporting Group,Bus,11,Alternative Modes,Alternative Mode,Other,0.0,264
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Race and Ethnicity,Race,White,0.578421465,9523
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Sullivan Square,Fares,Reduced Fares,Student (S-Card or M7),0.018993384,9920
Reporting Group,Bus,66,Alternative Modes,Alternative Mode,Walk,0.28586366,1603
Reporting Group,Bus,57,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.024454333,1329
Reporting Group,Bus,86,Race and Ethnicity,Race,Black or African American,0.17942563,2216
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - Core,Alternative Modes,Alternative Mode,Walk,0.24899513,2440
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.050127517,4550
Reporting Group,Bus,21,Income,Household Income,100% to 140% of Area Median Income,0.008131836,474
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Other Demographics,Age,65 or older,0.029829863,4748
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Income,Title VI Low-Income,Yes,0.911374312,3528
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Alternative Modes,Alternative Mode,Drive Alone,0.468088662,4478
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Race and Ethnicity,Title VI Minority,No,0.339030413,3066
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wood Island,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.105313153,5786
Reporting Group,Bus,43 & SL5,Income,Household Income,30% to 60% of Area Median Income,0.432482756,1596
Reporting Group,Bus,Cambridge/Arlington - Harvard,Other Demographics,Gender,Woman,0.550587981,2496
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.553412196,10622
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Eliot to Riverside,Income,Title VI Low-Income,Yes,0.635876951,6659
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.036492904,8442
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.084795939,10645
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Access Mode,Access to First MBTA Service,Walked,0.949504573,6940
Reporting Group,Bus,4 & 7,Fares,Fare Product,Other,0.0050431,1458
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Access Mode,Access to First MBTA Service,Drove Alone,0.002847318,2806
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Fares,Fare Product,7-day Pass,0.212894044,10386
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - North Shore,Fares,Reduced Fares,Youth Pass,0.009276708,2792
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.095737709,9481
Reporting Group,Commuter Rail,Providence/Stoughton Line,Access Mode,Access to First MBTA Service,Walked,0.565885717,4527
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Ashmont,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.103976671,10673
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Union Square,Fares,Fare Product,Pay-as-you-go,0.373766779,8012
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.075455827,3801
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Other Demographics,Ability to Understand English,Always,0.958411296,7949
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Gender,Non-Binary,0.015279187,4873
Reporting Group,Bus,57,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.000941935,1327
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Downtown Crossing,Alternative Modes,Used Alternative Mode,No,0.876428679,8869
Reporting Group,Bus,Malden/Everett - South,Income,Title VI Low-Income,Yes,0.856436085,3026
Reporting Group,Bus,Quincy - East,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.08490405,2895
Reporting Group,Bus,34 & 34E,Race and Ethnicity,Race,American Indian or Alaska Native,0.058659364,851
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Fares,Fare Product,Student Pass (M7),0.036960242,4032
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Other Demographics,Age,26 to 34,0.339208869,6311
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Vehicles,Usable Cars,0,0.380478876,12995
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Center,Fares,Fare Product,7-day Pass,0.164429485,11620
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Union Square,Other Demographics,Ability to Understand English,Often,0.04475859,8035
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Kendall/MIT,Vehicles,Usable Cars,2,0.120108782,11259
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Race and Ethnicity,Race,White,0.618835388,5164
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.091282827,11754
Reporting Group,Bus,9,Alternative Modes,Used Alternative Mode,Yes,0.129764533,2228
Reporting Group,Bus,67 & 77,Other Demographics,Gender,Man,0.403033851,1731
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Hynes Convention Center,Income,Household Income,60% to 80% of Area Median Income,0.195120893,7071
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Other Demographics,Gender,Man,0.420051077,4123
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.101847702,3456
Reporting Group,Bus,23,Fares,Reduced Fares,Senior CharlieCard,0.029953497,968
Reporting Group,Bus,39,Vehicles,Usable Cars,3 or more,0.017489727,1563
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Alternative Modes,Used Alternative Mode,No,0.858126143,8994
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Fares,Reduced Fares,Youth Pass,0.012225652,10395
Service Mode,Rapid Transit or Bus Rapid Transit,All Rapid Transit or Bus Rapid Transit,Race and Ethnicity,Race,Black or African American,0.226014548,13314
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.404046376,96
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Vehicles,Usable Cars,3 or more,0.035798656,8764
Reporting Group,Bus,Quincy - West,Race and Ethnicity,Race,American Indian or Alaska Native,0.017374348,3308
