X,Y,FID,Brf_Status,FID_,Field1,Stop_ID,Stop_Name,Longitude,Latitude,Municip,PATI_Prgrm,Brf_Stat_1,Routes,Bus_Ctgry,Trash17,BikeRks17,Trees17,Hydrants17,UtPoles17,LtPoles17,NewsBxs17,MailBxs17,Planters17,BlkdPath17,SeatNum17,SeatType17,SeatCond17,Stop_ID_1,Program,PATI_Prior
-7926046.5961889,5190071.37578515,4383,Other,6349,6532,59618,Washington St @ Cottage St,-71.200888,42.193915,Norwood, , ,34E,Local Bus,1,0,0,1,0,0,0,0,0,No,0,Wood Bench,Worn,59618,Unprogrammed,Medium
-7901527.81042473,5196520.96048873,5858,Other,2483,2482,3724,Quincy Ave @ E Howard St,-70.980632,42.236825,Quincy, , ,225,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3724,Unprogrammed,Medium
-7911603.89413389,5195689.67849943,4004,Other,2764,2763,4161,Randolph Ave @ Hillside St,-71.071147,42.231296,Milton, , ,240,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4161,Unprogrammed,Medium
-7920999.37047633,5226277.07485121,995,Other,4995,4989,8269,Mystic St @ Old Mystic St - Arlington Line,-71.155548,42.434419,Arlington, , ,350,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,8269,Unprogrammed,Medium
-7898916.36649022,5232731.75067541,5304,Other,5564,5953,17255,Boston St opp Ford St,-70.957173,42.477199,Lynn, , ,435,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,17255,Unprogrammed,Medium
-7912171.51221744,5207148.06097567,2277,Other,1954,1953,2916,Columbia Rd @ Devon St,-71.076246,42.307465,Boston, , ,16,Local Bus,1,0,1,0,0,0,0,0,0,No,0, , ,2916,Unprogrammed,Medium
-7894385.32925646,5233088.86310999,6998,Other,3566,3963,6131,262 Essex St,-70.91647,42.479565,Swampscott, , ,455,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,6131,Unprogrammed,Medium
-7900510.90687634,5230841.8153011,4895,Other,4701,4285,6758,Boston St opp Childs St,-70.971497,42.464676,Lynn, , ,429,Local Bus,0,0,0,1,0,0,0,0,0,No,0, , ,6758,Unprogrammed,Medium
-7921207.87188258,5204749.15268864,2128,Other,423,1222,1843,Weld St @ Maple St,-71.157421,42.291526,Boston, , ,51,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,1843,Unprogrammed,Medium
-7912228.61911622,5202756.46910395,707,Other,1151,350,508,Gallivan Blvd opp Arbella Rd,-71.076759,42.278283,Boston, , ,"21, 26",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,508,Unprogrammed,Medium
-7915133.83518694,5218867.78054403,6631,Other,1669,1668,2532,117 Summer St,-71.102857,42.385276,Somerville, , ,85,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2532,Unprogrammed,Medium
-7910065.68141011,5216240.04617073,1336,In progress,951,150,231,Commercial St opp Hull St,-71.057329,42.367838,Boston,PATI Future,In progress,4,Commuter Bus,0,0,2,0,0,0,0,0,0,No,0, , ,231,Unprogrammed,High
-7914237.04536911,5239121.36455381,5248,Other,5933,5532,9301,Walkers Brook Dr @ New Crossing Rd,-71.094801,42.519519,Reading, , ,137,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,9301,Unprogrammed,Medium
-7911439.58656548,5206369.42909918,734,Other,1187,386,553,Geneva Ave @ Holiday St,-71.069671,42.302292,Boston, , ,"15, 17, 19",Key Bus,0,0,0,1,0,0,0,0,0,No,0, , ,553,Unprogrammed,Medium
-7915343.89506607,5209940.55366575,2092,Other,373,1172,1750,Heath St @ Walden St,-71.104744,42.326014,Boston, , ,14,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,1750,Unprogrammed,Medium
-7907629.23171512,5200965.92402164,5251,Compliant,2886,2085,3177,Harvard St @ Hamilton Ave,-71.035442,42.266381,Quincy, ,Compliant,"211, 217",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3177,Unprogrammed,Compliant
-7904345.19541722,5197122.40360775,5595,Other,3015,2214,3331,Water St @ Pleasant St,-71.005941,42.240825,Quincy, , ,215,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3331,Unprogrammed,Medium
-7911484.78227874,5207707.27644608,2289,Other,1966,1965,2931,Columbia Rd @ Quincy St,-71.070077,42.31118,Boston, , ,16,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2931,Unprogrammed,Medium
-7904439.14906745,5185882.92046951,3406,Other,2588,2587,3906,N Franklin St opp Rose Way,-71.006785,42.166033,Holbrook, , ,230,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3906,Unprogrammed,Medium
-7912615.56566622,5224370.03234366,5788,Other,5717,5316,9032,Highland Ave @ Emerald St,-71.080235,42.421774,Malden, , ,108,Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,9032,Unprogrammed,Low
-7921528.47201607,5202745.33544827,1666,Other,1320,519,812,Spring St @ Temple St,-71.160301,42.278209,Boston, , ,"24, 36",Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,812,Unprogrammed,Medium
-7914821.25005679,5239324.96115446,5246,In progress,5932,5531,9300,Washington St @ Eliot St,-71.100049,42.520867,Reading,PATI Future,In progress,137,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,9300,Unprogrammed,High
-7908497.74638228,5183162.81070252,5038,Compliant,3615,2814,4223,S Main St @ Selwyn Rd,-71.043244,42.147919,Randolph, ,Compliant,"238, 240",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4223,Unprogrammed,Medium
-7909111.45073503,5205486.41484519,2589,Other,5049,5043,8341,Puritan Mall Service Rd,-71.048757,42.296425,Boston, , ,"201, 202",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,8341,Unprogrammed,Medium
-7925905.1091161,5234246.17526881,178,In progress,5595,5984,18251,S Bedford St @ Kimball Ave,-71.199617,42.487232,Burlington,PATI Future,In progress,350,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,18251,PATI Phase 2,Critical
-7907261.43211753,5219510.43428056,3983,Other,3325,3723,5676,Central Ave @ Lynn St,-71.032138,42.38954,Chelsea, , ,112,Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,5676,Unprogrammed,Medium
-7912289.51087768,5199180.8304922,4013,Other,2797,2796,4201,Reedsdale Rd @ Academy Lane,-71.077306,42.254513,Milton, , ,"240, 245",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4201,Unprogrammed,Medium
-7909238.35495453,5221758.8601655,1426,Compliant,3302,3700,5639,137 Chelsea St opp Mead St,-71.049897,42.404456,Everett,PATI Future,In progress,"110, 112",Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,5639,PATI Phase 2,Stop Eliminated
-7921698.67951749,5237199.94916337,6176,Other,5809,5408,9137,73 Elm St opp Traverse St,-71.16183,42.506796,Woburn, , ,134,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,9137,Unprogrammed,Medium
-7933243.06731021,5217555.47973957,6451,Other,6601,6783,86930,Main St @ Stow St,-71.265535,42.376568,Waltham, , ,70,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,86930,Unprogrammed,Low
-7912250.5490559,5211537.773669,2678,Other,5996,5595,10590,Massachusetts Ave @ Washington St,-71.076956,42.336621,Boston, , ,1,Key Bus,1,0,0,0,0,1,0,0,0,No,0, , ,10590,Unprogrammed,Medium
-7930908.14099082,5215406.58082825,6327,Other,4828,4822,7842,48 Woerd Ave,-71.24456,42.362306,Waltham, , ,558,Commuter Bus,0,0,0,0,0,0,0,0,0, ,0, , ,7842,Unprogrammed,Medium
-7931667.11727905,5216295.64327052,6378,In progress,6428,6611,76031,South St opp Shakespeare Rd,-71.251378,42.368207,Waltham,PATI Future,In progress,553,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,76031,Unprogrammed,High
-7894732.75738722,5231960.9711687,80,In progress,2022,3220,4882,Paradise Rd @ Berkshire St,-70.919591,42.472092,Swampscott,PATI Future,In progress,441,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4882,Unprogrammed,High
-7928652.91942684,5207637.57968938,4324,Other,6516,6698,81451,Chestnut St @ Pennsylvania Ave,-71.224301,42.310717,Newton, , ,59,Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,81451,Unprogrammed,Medium
-7916596.01669851,5203121.63016596,2877,Other,6855,6239,36500,American Legion Hwy @ Stella Rd,-71.115992,42.28071,Boston, , ,14,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,36500,Unprogrammed,Medium
-7900266.22663558,5215869.40718449,6089,Other,6105,6904,109844,Shirley St @ Pontos St,-70.969299,42.365378,Winthrop, , ,"712, 713",Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,109844,Unprogrammed,Medium
-7916179.45916396,5219894.47991227,6753,Other,1763,1762,2677,Highland Ave @ Cedar St,-71.11225,42.392088,Somerville, , ,"88, 90",Local Bus,1,1,0,0,0,0,0,1,0,No,0, , ,2677,Unprogrammed,Low
-7912625.91837886,5222425.3808586,4648,Other,5725,5324,9040,Riverside Ave @ Middlesex Ave,-71.080328,42.408877,Medford, , ,"108, 134",Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,9040,Unprogrammed,Medium
-7901301.94317792,5231361.38533482,231,Compliant,4661,4245,6696,Holyoke St opp Farrell Rd,-70.978603,42.468119,Lynn,PATI Future,In progress,"426, 429",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,6696,PATI Phase 2,Stop Eliminated
-7921919.76002621,5219916.03395568,1104,Other,577,1376,2143,Concord Ave @ Edgemoor Rd,-71.163816,42.392231,Belmont, , ,"74, 75",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2143,Unprogrammed,Medium
-7909527.45167212,5212034.14578563,497,Other,925,124,162,W Broadway @ C St,-71.052494,42.339917,Boston, , ,9,Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,162,Unprogrammed,Low
-7910544.91181797,5232462.18953877,6223,Other,5900,5499,9238,Main St @ Flint St,-71.061634,42.475413,Wakefield, , ,137,Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,9238,Unprogrammed,Medium
-7927815.12893913,5227409.26641793,3498,Other,5170,5163,8597,Massachusetts Ave @ Percy Rd,-71.216775,42.441925,Lexington, , ,627,Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,8597,Unprogrammed,Medium
-7914565.54918644,5208292.41825017,2664,Other,5982,5581,10413,Columbus Ave @ Weld Ave,-71.097752,42.315067,Boston, , ,"22, 29, 44",Key Bus,1,0,0,1,0,1,0,0,0,No,0, , ,10413,Unprogrammed,Medium
-7910621.05434967,5230232.3415948,4768,Other,5863,5462,9199,Main St @ Lebanon St,-71.062318,42.460637,Melrose, , ,137,Local Bus,0,0,0,0,0,1,0,0,0,No,0, , ,9199,Unprogrammed,Low
-7918670.34408996,5218306.69994662,3758,Other,533,1332,2090,Huron Ave @ Appleton St,-71.134626,42.381553,Cambridge, , ,75,Local Bus,0,0,1,1,0,0,0,0,0,No,0, , ,2090,Unprogrammed,Medium
-7911522.18562765,5207720.97500498,2274,Other,1951,1950,2913,Columbia Rd @ Quincy St,-71.070413,42.311271,Boston, , ,16,Local Bus,1,0,1,0,0,1,0,0,0,No,0, , ,2913,Unprogrammed,Medium
-7909234.68141133,5199191.50876872,4057,Other,3723,2922,4373,Edge Hill Rd opp Westvale Rd,-71.049864,42.254584,Milton, , ,245,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4373,Unprogrammed,Medium
-7907316.98054344,5199385.52461847,5666,Other,3035,2234,3354,Robertson St @ Adams St,-71.032637,42.255874,Quincy, , ,"215, 217",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3354,Unprogrammed,Medium
-7908964.39768769,5221967.20879399,3324,Other,3230,3628,5557,Ferry St @ Orange St,-71.047436,42.405838,Everett, , ,110,Local Bus,1,0,0,0,0,0,0,0,0,No,0, , ,5557,Unprogrammed,Medium
-7905845.78215312,5219013.06711031,2334,Other,3902,3101,4722,McClellan Highway opp Addison St,-71.019421,42.38624,Boston, , ,450,Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,4722,Unprogrammed,Medium
-7909343.55187333,5224555.66742608,5511,Other,2288,3486,5385,Newland St @ Bryant St,-71.050842,42.423005,Malden, , ,105,Local Bus,0,0,0,0,2,0,0,0,0,No,0, , ,5385,Unprogrammed,Medium
-7915481.93123465,5214941.36672402,3732,Other,413,1212,1813,Brookline St @ Erie St,-71.105984,42.359218,Cambridge, , ,47,Local Bus,0,0,1,0,0,0,0,0,0,Yes,0, , ,1813,Unprogrammed,Medium
-7911757.84898966,5205664.60642542,677,Other,1119,318,461,Washington St opp Algonquin St,-71.07253,42.297609,Boston, , ,23,Key Bus,0,0,0,0,0,1,0,0,0,No,0, , ,461,Unprogrammed,Medium
-7904956.00546321,5198423.00435625,5964,Other,3683,2882,4317,198 Whitwell St,-71.011428,42.249474,Quincy, , ,245,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4317,Unprogrammed,Medium
-7897454.07365916,5197247.8093015,6769,Other,2425,2424,3661,Sea St @ North St,-70.944037,42.241659,Weymouth, , ,222,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3661,Unprogrammed,Medium
-7930073.02217089,5203027.89361953,4104,Other,6410,6593,71852,Chestnut St @ Great Plain Ave,-71.237058,42.280087,Needham, , ,59,Local Bus,0,0,0,0,0,0,0,1,0,No,0, , ,71852,Unprogrammed,Medium
-7912874.4948018,5217187.50155185,6711,Other,1719,1718,2605,McGrath Hwy opp Twin City Plaza,-71.082561,42.374126,Somerville, , ,"80, 87, 88",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2605,Unprogrammed,Medium
-7919292.84268247,5218212.21019432,3760,Other,535,1334,2093,Huron Ave @ Lakeview Ave,-71.140218,42.380926,Cambridge, , ,75,Local Bus,0,0,2,0,0,0,0,0,0,No,0, , ,2093,Unprogrammed,Medium
-7906849.4386821,5190076.33416482,3083,Other,2688,2687,4039,Pond St @ Rocsam Park Rd,-71.028437,42.193948,Braintree, , ,238,Local Bus,0,0,0,0,1,0,0,0,0,Yes,0, , ,4039,Unprogrammed,Medium
-7914839.72909226,5216647.76582032,3842,Other,1602,1601,2440,Prospect St @ St Mary Rd,-71.100215,42.370544,Cambridge, , ,"83, 91",Local Bus,0,0,2,0,1,1,0,0,0,No,0, , ,2440,Unprogrammed,Medium
-7894241.39315486,5233244.48141693,7005,Other,3586,3983,6152,Essex St @ Stetson Ave,-70.915177,42.480596,Swampscott, , ,455,Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,6152,Unprogrammed,Medium
-7910402.31155027,5209565.64428532,2269,Other,1946,1945,2908,Boston St opp Harvest St,-71.060353,42.323524,Boston, , ,"16, 17",Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,2908,Unprogrammed,Medium
-7909776.69601201,5222288.78627225,3297,Other,2380,3578,5495,Broadway @ Church St,-71.054733,42.407971,Everett, , ,"97, 104, 109",Local Bus,1,0,1,1,0,0,0,0,0,No,0, , ,5495,Unprogrammed,Medium
-7921392.6622373,5209714.1006028,3169,Compliant,223,1022,1541,Boylston St @ Randolph Rd,-71.159081,42.32451,Brookline, ,Compliant,60,Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,1541,Unprogrammed,Compliant
-7915321.29720944,5207456.94253343,2888,Other,6932,6316,41187,Washington St @ Green St,-71.104541,42.309517,Boston, , ,42,Local Bus,0,0,1,0,0,1,0,0,0,No,0, , ,41187,Unprogrammed,Low
-7913313.31623451,5208573.48583169,1942,Other,70,869,1332,Humboldt Ave @ Townsend St,-71.086503,42.316934,Boston, , ,"32, 34, 36, 44",Key Bus,1,0,3,0,0,1,0,0,0,No,0,Wood Bench,Good,1332,Unprogrammed,Low
-7897433.92483132,5233522.81968158,218,In progress,3815,3014,4536,Western Ave @ Lloyd Terr,-70.943856,42.48244,Lynn,PATI Future,In progress,"424, 450",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4536,PATI Phase 2,Medium
-7914058.15494741,5202949.05332535,2064,Other,344,1143,1714,Blue Hill Ave @ Wellington Hill St,-71.093194,42.279563,Boston, , ,"28, 29, 31",Key Bus,1,0,1,0,0,1,0,0,0,No,0, , ,1714,Unprogrammed,Low
-7900790.31879823,5229439.1340078,3552,Other,3786,2985,4492,Western Ave @ MBTA Lynn Garage,-70.974007,42.45538,Lynn, , ,"117, 424, 436, 442, 450, 455",Key Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4492,Unprogrammed,Medium
-7916833.34985288,5217056.85917511,3686,Other,887,86,110,Massachusetts Ave @ Holyoke St,-71.118124,42.373259,Cambridge, , ,"1, 68, 69",Key Bus,0,0,0,0,0,1,0,0,0,No,0, , ,110,Unprogrammed,Low
-7929870.64333663,5214328.24704634,4166,Other,4337,4734,7656,River St @ Sheridan St,-71.23524,42.355148,Newton, , ,"553, 554",Local Bus,0,0,0,1,0,0,0,0,0,No,0, , ,7656,Unprogrammed,Medium
-7925307.43477003,5223463.77529415,958,Other,1623,1622,2464,Wadsworth Rd @ Dow Ave,-71.194248,42.415764,Arlington, , ,78,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2464,Unprogrammed,Medium
-7916991.5348493,5219312.84073801,3883,Other,5294,5683,12301,Massachusetts Ave @ Upland Rd,-71.119545,42.388229,Cambridge, , ,"77, 96",Key Bus,0,0,0,0,0,0,0,0,0, ,0, , ,12301,Unprogrammed,Low
-7923545.69250874,5197282.24352906,3245,Other,6654,6038,22628,Washington St opp Dedham Plaza,-71.178422,42.241888,Dedham, , ,34E,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,22628,Unprogrammed,Medium
-7895243.268572,5236641.40307072,5721,Other,3763,2962,4465,Highland Ave @ Marlborough Rd,-70.924177,42.503097,Salem, , ,"450, 456",Local Bus,1,0,0,0,0,0,0,0,0,No,0, , ,4465,Unprogrammed,Medium
-7897743.39301573,5230724.86693891,5339,Other,6390,6573,66721,Oxford St @ Washington St,-70.946636,42.463901,Lynn, , ,"429, 436",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,66721,Unprogrammed,Medium
-7903021.16139373,5197575.16506838,5935,Other,2536,2535,3845,Scammell St @ Dysart St,-70.994047,42.243836,Quincy, , ,225,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3845,Unprogrammed,Medium
-7901244.72495965,5199987.75102957,5575,Other,3009,2208,3322,Palmer St opp Utica St,-70.978089,42.259878,Quincy, , ,"216, 214216",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3322,Unprogrammed,Medium
-7923713.33966187,5218421.53565263,1076,Other,545,1344,2104,Trapelo Rd @ Bartlett Ave,-71.179928,42.382315,Belmont, , ,73,Key Bus,1,0,3,0,1,0,0,0,0,No,0, , ,2104,Unprogrammed,Low
-7904002.33138558,5222993.64154476,5679,Other,6966,6350,45261,133 - 135 American Legion Hwy,-71.002861,42.412646,Revere, , ,"117, 426, 450",Key Bus,0,0,0,0,0,0,0,0,0, ,0, , ,45261,Unprogrammed,Medium
-7911210.15709495,5206186.25745661,735,Other,1188,387,554,Geneva Ave @ Westville St,-71.06761,42.301075,Boston, , ,"15, 17, 19",Key Bus,0,0,2,0,0,0,0,0,0,No,0, , ,554,Unprogrammed,Medium
-7915911.95842759,5203907.51892286,2667,Other,5985,5584,10419,American Legion Hwy @ Canterbury St,-71.109847,42.285933,Boston, , ,14,Local Bus,0,0,2,0,0,1,0,0,0,No,0, , ,10419,Unprogrammed,Medium
-7907234.71543974,5211833.69626809,436,Other,828,27,33,City Point Bus Terminal,-71.031898,42.338586,Boston, , ,"7, 9, 10, 11",Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,33,Unprogrammed,Medium
-7920259.7637795,5209997.92062691,3170,Other,224,1023,1543,850 Boylston St,-71.148904,42.326395,Brookline, , ,60,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,1543,Unprogrammed,Medium
-7906140.89012321,5222996.05397388,5331,Other,3217,3615,5541,Park Ave @ Genesee St,-71.022072,42.412662,Revere, , ,110,Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,5541,Unprogrammed,Medium
-7911166.0745766,5224612.97224947,5474,Other,2273,3471,5365,Eastern Ave @ Main St,-71.067214,42.423385,Malden, , ,"104, 105",Local Bus,0,0,0,0,0,1,0,0,0,No,0, , ,5365,Unprogrammed,Medium
-7917813.85192779,5198268.107875,2944,Other,6424,6607,75467,Hyde Park Ave @ Glenwood Ave,-71.126932,42.248444,Boston, , ,32,Key Bus,1,0,0,1,0,0,0,0,0,No,0, , ,75467,Unprogrammed,Medium
-7918012.66853835,5218238.88423934,3788,Other,604,1403,2175,Concord Ave opp Buckingham St,-71.128718,42.381103,Cambridge, , ,"74, 75, 78",Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,2175,Unprogrammed,Medium
-7911446.48837391,5218434.49620042,2246,Other,1900,1899,2845,Bunker Hill St @ Baldwin St,-71.069733,42.382401,Boston, , ,"93, 8993",Local Bus,0,0,0,0,0,1,0,1,0,No,0, , ,2845,Unprogrammed,Medium
-7900244.63065436,5194620.1997797,3002,Other,2511,2510,3804,Quincy Ave @ Allen St,-70.969105,42.224182,Braintree, , ,225,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3804,Unprogrammed,Medium
-7918819.17824914,5197744.33588827,2586,Other,5043,5037,8335,Neponset Valley Parkway @ River St,-71.135963,42.244961,Boston, , ,33,Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,8335,Unprogrammed,Medium
-7915591.3582941,5209405.14544788,1821,Other,1517,716,1136,Centre St @ Wyman St,-71.106967,42.322458,Boston, , ,41,Local Bus,1,0,1,0,0,0,0,0,0,No,0, , ,1136,Unprogrammed,Medium
-7918393.26987737,5196891.29457902,2891,Other,6946,6330,42818,Hyde Park Ave @ Milton St,-71.132137,42.239288,Boston, , ,32,Key Bus,0,0,0,1,0,1,0,0,0,No,0, , ,42818,Unprogrammed,Low
-7907396.57397936,5210757.42569156,544,Other,975,174,266,E 8th St @ M St,-71.033352,42.331439,Boston, , ,11,Local Bus,0,0,1,0,0,0,0,0,1,No,0, , ,266,Unprogrammed,Medium
-7923295.00101547,5225886.58619144,983,Other,4884,4878,7961,Forest St @ Heard Rd,-71.17617,42.43183,Arlington, , ,67,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,7961,Unprogrammed,Medium
-7915025.29868342,5220218.85084795,6604,Other,766,1565,2402,Medford St @ Bartlett St,-71.101882,42.39424,Somerville, , ,80,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,2402,Unprogrammed,Low
-7913328.12172678,5240164.1638356,5231,Other,5927,5526,9293,Salem St @ Governor Dr,-71.086636,42.526423,Reading, , ,137,Local Bus,0,0,0,0,1,0,0,0,0,No,0, , ,9293,Unprogrammed,Low
-7912371.44202291,5206934.61946625,2285,Other,1962,1961,2926,Columbia Rd @ Geneva Ave,-71.078042,42.306047,Boston, , ,16,Local Bus,1,0,1,1,0,0,0,0,0,No,0, , ,2926,Unprogrammed,Medium
-7894843.63160005,5232597.27100562,7003,Other,3584,3981,6150,Essex St @ Elm Pl,-70.920587,42.476308,Swampscott, , ,455,Local Bus,0,0,0,0,0,0,0,0,0,No,0, , ,6150,Unprogrammed,Medium
-7890847.26188058,5248957.62368778,409,Other,5554,5943,17102,Enon St @ Lakeview Ave,-70.884687,42.584611,Beverly, , ,451,Commuter Bus,0,0,0,0,0,0,0,0,0,No,0, , ,17102,Unprogrammed,Medium
-7906335.69923209,5219246.37427253,3980,Other,3322,3720,5673,Central Ave @ Chelsea Garage,-71.023822,42.387788,Chelsea, , ,112,Local Bus,0,0,0,0,0,0,0,0,1,No,0, , ,5673,Unprogrammed,Medium
-7911270.15830049,5228001.66209303,4790,Other,5944,5543,9343,Main St @ Ledgewood Ave,-71.068149,42.445852,Melrose, , ,"131, 137",Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,9343,Unprogrammed,Medium
-7909384.07216798,5199718.97043161,1508,Compliant,3749,2948,4409,Brook Rd @ Pleasant St,-71.051206,42.258091,Milton,PATI Future,In progress,245,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4409,PATI Phase 2,Stop Eliminated
-7891268.38351425,5248042.20043986,1150,Other,4775,4359,7104,Dodge St @ King Terr,-70.88847,42.578556,Beverly, , ,451,Commuter Bus,0,0,0,0,1,0,0,0,0,No,0, , ,7104,Unprogrammed,Medium
-7893172.28076528,5231296.94683676,6957,Other,3970,3169,4817,509 Humphrey St,-70.905573,42.467692,Swampscott, , ,442,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,4817,Unprogrammed,Medium
-7912567.14168772,5223909.20259691,1466,Compliant,5736,5335,9053,Highland Ave @ Oakland St,-71.0798,42.418718,Malden,PATI Future,In progress,108,Local Bus,0,0,1,0,0,0,0,0,0,No,0, , ,9053,PATI Phase 2,Compliant
-7914061.38321264,5211554.03787705,2108,Other,395,1194,1785,Ruggles St @ Annunciation Rd,-71.093223,42.336729,Boston, , ,"8, 9, 19, 22, 28, 47",Key Bus,0,0,0,0,1,0,0,0,0,No,0, , ,1785,Unprogrammed,Medium
-7897493.81471737,5196509.83415018,6771,Other,2429,2428,3665,North St opp Moreland Rd,-70.944394,42.236751,Weymouth, , ,222,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3665,Unprogrammed,Medium
-7914658.83491973,5219101.68698268,6740,Other,1750,1749,2664,Highland Ave @ School St,-71.09859,42.386828,Somerville, , ,"88, 90",Local Bus,1,0,1,0,0,0,0,0,0,No,0, , ,2664,Unprogrammed,Low
-7916288.44094545,5208638.37192674,1841,Other,1539,738,1161,Centre St @ Lochstead Ave,-71.113229,42.317365,Boston, , ,"35, 39, 41",Key Bus,0,0,0,0,0,0,0,0,0,No,0, , ,1161,Unprogrammed,Medium
-7897458.52643878,5197263.59790561,6791,Other,2468,2467,3706,Sea St @ North St,-70.944077,42.241764,Weymouth, , ,222,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,3706,Unprogrammed,Medium
-7909499.39916044,5198981.55500224,1500,In progress,3695,2894,4336,80 Edge Hill Rd,-71.052242,42.253188,Milton,PATI Future,In progress,245,Local Bus,0,0,0,1,0,0,0,0,0,No,0, , ,4336,PATI Phase 2,High
-7919707.95306364,5217379.02322105,186,In progress,490,1289,2028,Mt Auburn St @ Brattle St,-71.143947,42.375397,Cambridge,PATI Future,In progress,"71, 73",Key Bus,0,0,1,0,0,0,0,0,0,No,0, , ,2028,PATI Phase 2,High
-7891504.93743218,5239579.61412403,5919,Other,5557,5946,17144,Hawthorne Blvd @ Essex St,-70.890595,42.522553,Salem, , ,451,Commuter Bus,0,0,0,0,0,0,0,0,0,No,0, , ,17144,Unprogrammed,Medium
-7902838.9313873,5223903.62331678,5376,Other,3338,3736,5700,Revere St @ Ford St,-70.99241,42.418681,Revere, , ,"116, 424, 455",Key Bus,0,0,0,0,0,0,0,0,0,No,0, , ,5700,Unprogrammed,Medium
-7914836.38950754,5220715.97993574,4598,Other,2220,3418,5301,Main St opp Henry St,-71.100185,42.397538,Medford, , ,101,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,5301,Unprogrammed,Medium
-7929608.37461632,5217607.1666016,6471,Other,6007,6806,88332,Main St @ Liberty St,-71.232884,42.376911,Waltham, , ,70,Local Bus,0,0,0,0,0,0,0,0,0, ,0, , ,88332,Unprogrammed,Medium
