Month,Year,daytype,All Bus,Blue Line,Bus,Commuter Rail,Ferry,Green Line,Heavy Rail,Light Rail,Mattapan Line,Orange Line,Private Bus,Red Line,Silver Line,The RIDE,Trackless Trolley
June,2023,Sunday,122335.0,32183.0,103624.0,26725.0,2475.0,68766.0,148314.0,69856.0,1090.0,50623.0,1007.0,65508.0,17704.0,1617.0,
June,2023,Total,246226.0,45378.0,216893.0,76274.0,4329.0,102534.0,245050.0,105092.0,2558.0,87740.0,2101.0,111933.0,27232.0,3058.0,
June,2023,Weekday,284043.0,49252.0,251368.0,92935.0,5080.0,111760.0,273764.0,114771.0,3010.0,98515.0,2432.0,125997.0,30243.0,3550.0,
June,2024,Saturday,186043.0,38786.0,163677.0,36875.0,4359.0,80007.0,161067.0,81737.0,1731.0,51982.0,,70299.0,22366.0,1952.0,
June,2024,Sunday,129947.0,30682.0,111512.0,29070.0,2915.0,59843.0,121998.0,60963.0,1120.0,38344.0,,52971.0,18435.0,1705.0,
June,2024,Total,253636.0,44828.0,225156.0,85792.0,5364.0,86099.0,221807.0,88756.0,2657.0,73054.0,,103925.0,28480.0,3113.0,
June,2024,Weekday,290324.0,49875.0,259076.0,107954.0,6027.0,94186.0,261944.0,97458.0,3272.0,86999.0,,125070.0,31249.0,3754.0,
March,2019,Saturday,191165.0,36542.0,164509.0,18528.0,,111773.0,248292.0,111773.0,,98772.0,,112979.0,21191.0,3973.0,5465.0
March,2019,Sunday,122355.0,26924.0,104474.0,13729.0,,81043.0,186091.0,81043.0,,70417.0,,88750.0,17881.0,2541.0,
March,2019,Total,314877.0,52867.0,272312.0,84801.0,3321.0,151379.0,415861.0,151379.0,,161161.0,2407.0,201833.0,32124.0,4977.0,8035.0
March,2019,Weekday,392169.0,62930.0,340758.0,121816.0,5513.0,177556.0,510466.0,177556.0,,197622.0,3061.0,249914.0,37461.0,6057.0,10889.0
March,2020,Saturday,128205.0,20076.0,112710.0,4872.0,,37954.0,110835.0,37954.0,,43391.0,,47368.0,12753.0,1654.0,2742.0
March,2020,Sunday,90914.0,17341.0,78529.0,4965.0,,33607.0,98790.0,33607.0,,38235.0,,43214.0,12385.0,1419.0,
March,2020,Total,198232.0,31953.0,173906.0,33792.0,2804.0,65646.0,215701.0,65646.0,,84337.0,1583.0,99412.0,19099.0,2173.0,3643.0
March,2020,Weekday,235384.0,37433.0,206710.0,45602.0,3020.0,77962.0,261339.0,77962.0,,102259.0,2261.0,121647.0,21778.0,2965.0,4635.0
March,2021,Saturday,116968.0,19235.0,103522.0,5552.0,,37716.0,101442.0,37716.0,,37000.0,812.0,45208.0,10710.0,,1924.0
March,2021,Sunday,73283.0,13361.0,63899.0,3842.0,,24291.0,68231.0,24291.0,,24545.0,475.0,30325.0,8909.0,,
March,2021,Total,151683.0,22262.0,134783.0,11255.0,223.0,42796.0,123983.0,42796.0,,46779.0,1112.0,54943.0,13136.0,2034.0,2652.0
March,2021,Weekday,171355.0,24336.0,152547.0,13535.0,301.0,46897.0,137600.0,46897.0,,52346.0,1275.0,60917.0,14293.0,2389.0,3240.0
March,2022,Saturday,141262.0,27322.0,123542.0,18910.0,,75672.0,152782.0,75672.0,,55667.0,968.0,69793.0,15719.0,1603.0,1033.0
March,2022,Sunday,100996.0,22450.0,86177.0,21070.0,,59805.0,127780.0,59805.0,,44970.0,552.0,60359.0,14267.0,1248.0,
March,2022,Total,226760.0,35898.0,202044.0,48063.0,1536.0,92318.0,233869.0,92318.0,,89601.0,1496.0,108370.0,21602.0,2833.0,1617.0
March,2022,Weekday,263501.0,39728.0,235848.0,57827.0,1970.0,100868.0,266421.0,100868.0,,103264.0,1753.0,123429.0,23901.0,3322.0,2000.0
March,2023,Saturday,152607.0,32096.0,134773.0,26077.0,,85096.0,141434.0,86466.0,1370.0,55042.0,1110.0,54297.0,16724.0,1678.0,
March,2023,Sunday,113944.0,27522.0,98484.0,28119.0,,70673.0,119049.0,71723.0,1050.0,44574.0,792.0,46954.0,14668.0,1517.0,
March,2023,Total,245500.0,40967.0,219752.0,67953.0,2125.0,106042.0,233616.0,108856.0,2814.0,88081.0,1837.0,104568.0,23911.0,3060.0,
March,2023,Weekday,284535.0,44849.0,255621.0,82163.0,2768.0,115835.0,269572.0,119207.0,3372.0,101393.0,2145.0,123330.0,26768.0,3568.0,
March,2024,Saturday,171663.0,33072.0,151408.0,26504.0,,61340.0,156467.0,62263.0,923.0,61339.0,,62056.0,20254.0,1880.0,
March,2024,Sunday,120885.0,27195.0,103831.0,29067.0,,48772.0,128407.0,49416.0,645.0,48330.0,,52882.0,17054.0,1729.0,
March,2024,Total,255459.0,40634.0,228203.0,79258.0,2429.0,71236.0,222873.0,73645.0,2408.0,83067.0,,99172.0,27256.0,3231.0,
March,2024,Weekday,307452.0,45634.0,276099.0,103768.0,3373.0,78941.0,261176.0,82123.0,3182.0,96511.0,,119031.0,31353.0,3909.0,
May,2019,Saturday,208200.0,44413.0,180288.0,18705.0,,115342.0,286796.0,115342.0,,109206.0,,133177.0,22594.0,3000.0,5317.0
May,2019,Sunday,167872.0,32369.0,143083.0,12684.0,,82632.0,203839.0,82632.0,,74442.0,,97028.0,24789.0,2798.0,
May,2019,Total,331842.0,59963.0,286689.0,87168.0,4500.0,156555.0,449009.0,156555.0,,172739.0,2717.0,216308.0,34024.0,5240.0,8411.0
May,2019,Weekday,383096.0,65694.0,331988.0,120777.0,5616.0,172185.0,509634.0,172185.0,,196903.0,3305.0,247038.0,36974.0,6020.0,10829.0
May,2020,Saturday,104836.0,5520.0,95226.0,686.0,,9384.0,42308.0,9384.0,,17148.0,,19640.0,9611.0,982.0,
May,2020,Sunday,60229.0,3693.0,53162.0,686.0,,6638.0,29678.0,6638.0,,11740.0,,14245.0,7067.0,561.0,
May,2020,Total,93061.0,5200.0,83779.0,2003.0,,9440.0,43374.0,9440.0,,17678.0,634.0,20497.0,8647.0,1149.0,
May,2020,Weekday,104729.0,5976.0,94490.0,2724.0,,10750.0,49995.0,10750.0,,20405.0,921.0,23614.0,9318.0,1258.0,
May,2021,Saturday,124615.0,23524.0,109002.0,7431.0,,45963.0,127776.0,45963.0,,48378.0,863.0,55873.0,12573.0,,2177.0
May,2021,Sunday,102764.0,17959.0,89020.0,5002.0,,33521.0,93857.0,33521.0,,34925.0,627.0,40973.0,13116.0,,
May,2021,Total,166094.0,26347.0,146640.0,17357.0,422.0,48918.0,150844.0,48918.0,,57265.0,1166.0,67232.0,15375.0,2073.0,2914.0
May,2021,Weekday,200602.0,29513.0,177786.0,23795.0,654.0,54220.0,173363.0,54220.0,,65924.0,1435.0,77926.0,17408.0,2622.0,3972.0
May,2022,Saturday,159440.0,23765.0,139498.0,22166.0,,81959.0,184742.0,81959.0,,71892.0,1072.0,89086.0,18871.0,1770.0,
May,2022,Sunday,134871.0,17370.0,114731.0,20645.0,,63261.0,144151.0,63261.0,,55107.0,801.0,71673.0,19339.0,1445.0,
May,2022,Total,227375.0,26065.0,201863.0,49256.0,2075.0,88442.0,229551.0,88442.0,,91129.0,1555.0,112356.0,23957.0,2773.0,
May,2022,Weekday,273167.0,28582.0,244100.0,62676.0,2630.0,96895.0,262281.0,96895.0,,104999.0,1901.0,128700.0,27166.0,3412.0,
May,2023,Saturday,174102.0,37795.0,153251.0,31474.0,,88964.0,165895.0,89726.0,762.0,62026.0,1381.0,66074.0,19470.0,1840.0,
May,2023,Sunday,157402.0,32994.0,134388.0,26172.0,,75309.0,143381.0,75834.0,526.0,52574.0,916.0,57814.0,22098.0,1650.0,
May,2023,Total,254890.0,44476.0,226380.0,74775.0,3589.0,108526.0,242668.0,111022.0,2496.0,88796.0,2080.0,109395.0,26429.0,3087.0,
May,2023,Weekday,298890.0,48284.0,266693.0,93490.0,4302.0,119657.0,278760.0,122887.0,3230.0,101594.0,2514.0,128882.0,29684.0,3714.0,
May,2024,Saturday,182570.0,37998.0,162032.0,33067.0,1907.0,77651.0,172927.0,79088.0,1436.0,64542.0,,70387.0,20538.0,1980.0,
May,2024,Sunday,127366.0,29654.0,108759.0,28206.0,1631.0,61552.0,137012.0,62588.0,1036.0,48230.0,,59129.0,18607.0,1722.0,
May,2024,Total,267345.0,44305.0,238842.0,86392.0,4076.0,84101.0,230622.0,86635.0,2534.0,85752.0,,100565.0,28503.0,3281.0,
May,2024,Weekday,314471.0,48770.0,282306.0,109339.0,5002.0,90662.0,262461.0,93725.0,3063.0,98014.0,,115677.0,32165.0,3950.0,
November,2018,Saturday,193334.0,39880.0,168015.0,17303.0,,118063.0,250216.0,118063.0,,99357.0,,110980.0,21055.0,3009.0,4264.0
November,2018,Sunday,147009.0,30812.0,126400.0,12466.0,,87106.0,186022.0,87106.0,,71534.0,,83677.0,20609.0,2883.0,
November,2018,Total,319036.0,55278.0,275766.0,86450.0,3545.0,157022.0,424318.0,157022.0,,165025.0,2473.0,204015.0,32172.0,5237.0,8624.0
November,2018,Weekday,390455.0,64977.0,337873.0,121492.0,5064.0,183835.0,519374.0,183835.0,,201749.0,3050.0,252647.0,38024.0,6205.0,11509.0
November,2019,Saturday,208680.0,38579.0,181490.0,17047.0,,95078.0,187513.0,95078.0,,64554.0,,84380.0,22238.0,2923.0,4952.0
November,2019,Sunday,131118.0,28238.0,112892.0,11817.0,,65480.0,126091.0,65480.0,,38929.0,,58924.0,18227.0,2794.0,
November,2019,Total,321034.0,56406.0,276645.0,93240.0,4911.0,142679.0,407234.0,142679.0,,156028.0,2632.0,194800.0,34166.0,3609.0,7590.0
November,2019,Weekday,398545.0,68548.0,343628.0,122393.0,5260.0,175543.0,534045.0,175543.0,,208289.0,3313.0,257208.0,41457.0,5763.0,10147.0
November,2020,Saturday,115591.0,18512.0,102800.0,5112.0,,36123.0,99247.0,36123.0,,38676.0,,42059.0,10372.0,1412.0,2418.0
November,2020,Sunday,82886.0,13419.0,73174.0,4000.0,,24613.0,70023.0,24613.0,,26679.0,,29925.0,9712.0,914.0,
November,2020,Total,139501.0,20143.0,123500.0,12912.0,376.0,38209.0,114246.0,38209.0,,44858.0,1134.0,49244.0,12189.0,1994.0,2679.0
November,2020,Weekday,165602.0,22831.0,146396.0,17146.0,514.0,43383.0,132277.0,43383.0,,52204.0,1890.0,57242.0,13781.0,2199.0,3534.0
November,2021,Saturday,150994.0,29309.0,132339.0,23080.0,,77392.0,174858.0,77392.0,,71115.0,930.0,74434.0,14932.0,1615.0,2794.0
November,2021,Sunday,113811.0,22150.0,97530.0,20994.0,,55261.0,128213.0,55261.0,,51351.0,608.0,54711.0,15674.0,1317.0,
November,2021,Total,217728.0,34122.0,192048.0,43894.0,1357.0,89958.0,226106.0,89958.0,,89855.0,1415.0,102129.0,20390.0,2484.0,3875.0
November,2021,Weekday,260601.0,38425.0,230570.0,53435.0,1800.0,102008.0,262136.0,102008.0,,103824.0,1729.0,119887.0,23299.0,2854.0,5004.0
November,2022,Saturday,167929.0,36328.0,147134.0,32130.0,,96532.0,195698.0,97850.0,1318.0,72375.0,1266.0,86995.0,19530.0,1672.0,
November,2022,Sunday,126858.0,26225.0,107543.0,22912.0,,70458.0,139263.0,71325.0,867.0,51086.0,873.0,61951.0,18442.0,1445.0,
November,2022,Total,236736.0,39821.0,210415.0,63784.0,2156.0,105420.0,245236.0,108268.0,2848.0,90230.0,1880.0,115186.0,24441.0,2832.0,
November,2022,Weekday,282044.0,44292.0,252083.0,79774.0,2904.0,117379.0,283159.0,120994.0,3615.0,104165.0,2279.0,134702.0,27682.0,3452.0,
November,2023,Saturday,170253.0,35975.0,148576.0,31475.0,,73265.0,166461.0,74722.0,1457.0,65368.0,,65118.0,21677.0,1878.0,
November,2023,Sunday,140924.0,28882.0,119920.0,27018.0,,55181.0,129050.0,56156.0,975.0,49849.0,,50320.0,21004.0,1738.0,
November,2023,Total,250395.0,42756.0,223430.0,78090.0,2922.0,75651.0,233786.0,77979.0,2328.0,92055.0,,98975.0,26964.0,3164.0,
November,2023,Weekday,298435.0,47952.0,268044.0,99281.0,3944.0,82500.0,274337.0,85330.0,2830.0,108303.0,,118083.0,30391.0,3830.0,
November,2024,Saturday,185131.0,36528.0,159924.0,39096.0,610.0,83883.0,186230.0,85078.0,1196.0,74576.0,,75126.0,25207.0,2035.0,
November,2024,Sunday,122713.0,26063.0,102996.0,25748.0,624.0,57348.0,126849.0,58098.0,750.0,50243.0,,50543.0,19717.0,1971.0,
November,2024,Total,263577.0,42993.0,232036.0,79017.0,3065.0,90266.0,225943.0,92492.0,2226.0,91428.0,,91522.0,31541.0,3355.0,
November,2024,Weekday,318404.0,48841.0,282324.0,103304.0,4353.0,100092.0,260644.0,102944.0,2853.0,105937.0,,105866.0,36081.0,3932.0,
October,2018,Saturday,193680.0,40844.0,167892.0,16573.0,,129862.0,253108.0,129862.0,,90434.0,,121830.0,19817.0,3009.0,5971.0
October,2018,Sunday,139461.0,33626.0,121075.0,12576.0,,102021.0,203620.0,102021.0,,69932.0,,100063.0,18386.0,2816.0,
October,2018,Total,347879.0,61318.0,302183.0,91054.0,4564.0,178821.0,469990.0,178821.0,,180050.0,2760.0,228623.0,33315.0,5400.0,9622.0
October,2018,Weekday,410527.0,69694.0,357034.0,121885.0,6043.0,200693.0,554034.0,200693.0,,214786.0,3304.0,269554.0,38258.0,6267.0,11930.0
October,2019,Saturday,212215.0,40332.0,182120.0,16342.0,,102624.0,202898.0,102624.0,,34536.0,,128031.0,24394.0,2912.0,5700.0
October,2019,Sunday,136006.0,29368.0,116150.0,11722.0,,73466.0,146692.0,73466.0,,24662.0,,92663.0,19856.0,2738.0,
October,2019,Total,351725.0,63552.0,305766.0,93919.0,5177.0,160265.0,464280.0,160265.0,,169618.0,2802.0,231109.0,34579.0,4710.0,8579.0
October,2019,Weekday,413053.0,73536.0,360246.0,121706.0,5914.0,185384.0,564970.0,185384.0,,218321.0,3325.0,273113.0,38910.0,5964.0,10572.0
October,2020,Saturday,119703.0,19969.0,106411.0,7485.0,,41517.0,109703.0,41517.0,,42626.0,,47108.0,11000.0,1369.0,2292.0
October,2020,Sunday,77798.0,15162.0,68941.0,5998.0,,29789.0,81479.0,29789.0,,31452.0,,34864.0,8857.0,924.0,
October,2020,Total,150304.0,22549.0,133066.0,13169.0,394.0,43579.0,129126.0,43579.0,,50786.0,1262.0,55791.0,13031.0,2074.0,2945.0
October,2020,Weekday,170527.0,24479.0,150783.0,15765.0,555.0,46555.0,142203.0,46555.0,,56155.0,1863.0,61569.0,14252.0,2152.0,3629.0
October,2021,Saturday,155207.0,32565.0,134970.0,29847.0,,87898.0,197123.0,87898.0,,78208.0,1030.0,86349.0,16059.0,,3148.0
October,2021,Sunday,102988.0,24865.0,88250.0,25200.0,,64748.0,145286.0,64748.0,,56394.0,601.0,64027.0,14136.0,,
October,2021,Total,223045.0,37535.0,196543.0,43922.0,1418.0,98320.0,242297.0,98320.0,,94164.0,1435.0,110598.0,21176.0,2548.0,3891.0
October,2021,Weekday,267781.0,41734.0,236987.0,51731.0,1756.0,108795.0,276150.0,108795.0,,106956.0,1729.0,127459.0,24071.0,3061.0,4994.0
October,2022,Saturday,174718.0,38025.0,154453.0,39736.0,,103643.0,205114.0,104852.0,1209.0,76123.0,1363.0,90966.0,18902.0,1821.0,
October,2022,Sunday,116582.0,29005.0,100523.0,28616.0,,75701.0,147544.0,76496.0,794.0,53202.0,775.0,65336.0,15284.0,1440.0,
October,2022,Total,244907.0,42534.0,218567.0,67931.0,2571.0,111519.0,255349.0,114379.0,2860.0,92129.0,1871.0,120687.0,24469.0,2884.0,
October,2022,Weekday,292172.0,46828.0,261938.0,84004.0,3259.0,121923.0,292978.0,125667.0,3745.0,105208.0,2253.0,140942.0,27981.0,3481.0,
October,2023,Saturday,224974.0,38318.0,197496.0,38235.0,,79781.0,189995.0,79781.0,,76657.0,,75020.0,27478.0,1878.0,
October,2023,Sunday,128644.0,30559.0,110208.0,30302.0,,60944.0,145060.0,60944.0,,56559.0,,57943.0,18436.0,1669.0,
October,2023,Total,266590.0,45890.0,238157.0,82194.0,3918.0,87772.0,251141.0,88930.0,1158.0,99674.0,,105577.0,28433.0,3213.0,
October,2023,Weekday,305508.0,50751.0,274629.0,98205.0,5019.0,95323.0,286367.0,96953.0,1631.0,113658.0,,121959.0,30879.0,3806.0,
October,2024,Saturday,192324.0,38658.0,168311.0,51109.0,2442.0,99635.0,195609.0,101610.0,1975.0,58205.0,,98746.0,24014.0,2167.0,
October,2024,Sunday,132330.0,29774.0,112604.0,38996.0,1332.0,75259.0,149931.0,76580.0,1322.0,43696.0,,76461.0,19726.0,1924.0,
October,2024,Total,284894.0,45460.0,254221.0,93292.0,4356.0,108091.0,266880.0,111223.0,3132.0,92446.0,,128974.0,30672.0,3534.0,
October,2024,Weekday,333671.0,49858.0,299495.0,110071.0,5215.0,115982.0,304342.0,119706.0,3724.0,109092.0,,145391.0,34176.0,4052.0,
September,2018,Saturday,214788.0,45223.0,186386.0,16485.0,,136702.0,271549.0,136702.0,,99326.0,,127000.0,22958.0,3124.0,5444.0
September,2018,Sunday,172341.0,35584.0,149364.0,11259.0,,106269.0,208286.0,106269.0,,73173.0,,99530.0,22978.0,2901.0,
September,2018,Total,324114.0,58609.0,282181.0,78960.0,4770.0,169554.0,432830.0,169554.0,,164986.0,2584.0,209234.0,31117.0,5070.0,8233.0
September,2018,Weekday,409091.0,69304.0,357193.0,115600.0,6693.0,198699.0,546294.0,198699.0,,211105.0,3288.0,265885.0,37043.0,6102.0,11567.0
September,2019,Saturday,209751.0,46181.0,182698.0,16506.0,,123160.0,286203.0,123160.0,,102838.0,,137184.0,21264.0,2886.0,5788.0
September,2019,Sunday,141038.0,36106.0,123069.0,11901.0,,92116.0,216245.0,92116.0,,75972.0,,104167.0,17969.0,2827.0,
September,2019,Total,332740.0,63992.0,290672.0,85130.0,4961.0,163456.0,464370.0,163456.0,,179046.0,2621.0,221332.0,31132.0,5288.0,8315.0
September,2019,Weekday,414032.0,76058.0,362657.0,119325.0,6764.0,193471.0,575628.0,193471.0,,225279.0,3116.0,274290.0,36944.0,5850.0,11315.0
September,2020,Saturday,121950.0,20914.0,108408.0,6038.0,,40044.0,110618.0,40044.0,,42826.0,,46878.0,11012.0,1364.0,2530.0
September,2020,Sunday,102572.0,15540.0,91246.0,3304.0,,27903.0,79297.0,27903.0,,30632.0,,33126.0,11326.0,878.0,
September,2020,Total,150793.0,23274.0,133868.0,11533.0,551.0,42347.0,128381.0,42347.0,,50297.0,1269.0,54810.0,12874.0,2009.0,2783.0
September,2020,Weekday,172348.0,25465.0,153210.0,15179.0,787.0,46002.0,143041.0,46002.0,,56201.0,1508.0,61375.0,14136.0,2153.0,3494.0
September,2021,Saturday,157920.0,33573.0,137294.0,21530.0,,91310.0,197479.0,91310.0,,75296.0,1018.0,88610.0,16734.0,,2874.0
September,2021,Sunday,105528.0,25413.0,88045.0,17721.0,,68696.0,144910.0,68696.0,,54372.0,748.0,65126.0,16734.0,,
September,2021,Total,223274.0,37414.0,196900.0,37859.0,1723.0,100016.0,242141.0,100016.0,,91266.0,1440.0,113461.0,20952.0,2526.0,3982.0
September,2021,Weekday,263734.0,40883.0,233635.0,46608.0,1957.0,108741.0,273239.0,108741.0,,102902.0,1720.0,129454.0,23237.0,2917.0,5141.0
September,2022,Saturday,175738.0,39567.0,154880.0,29506.0,,104149.0,159762.0,106287.0,2138.0,26710.0,1377.0,93484.0,19480.0,1853.0,
September,2022,Sunday,139346.0,30173.0,122173.0,22088.0,,79000.0,119433.0,80485.0,1484.0,19069.0,931.0,70191.0,16242.0,1485.0,
September,2022,Total,247045.0,43929.0,220560.0,65177.0,3083.0,115143.0,211006.0,118627.0,3484.0,45835.0,1692.0,121242.0,24793.0,2966.0,
September,2022,Weekday,293199.0,48251.0,262314.0,82430.0,3577.0,126472.0,244135.0,130688.0,4216.0,56392.0,2270.0,139491.0,28614.0,3601.0,
September,2023,Saturday,170127.0,36563.0,149861.0,30017.0,,72917.0,174575.0,74151.0,1234.0,65603.0,,72410.0,20266.0,1753.0,
September,2023,Sunday,160569.0,30842.0,136389.0,27858.0,,64716.0,150335.0,65824.0,1108.0,54385.0,,65109.0,24180.0,1602.0,
September,2023,Total,258003.0,45067.0,230145.0,70594.0,4022.0,86545.0,247289.0,89034.0,2490.0,92451.0,,109770.0,27858.0,3060.0,
September,2023,Weekday,312358.0,50644.0,280474.0,91259.0,5124.0,95627.0,290046.0,98773.0,3146.0,108696.0,,130706.0,31884.0,3831.0,
September,2024,Saturday,186137.0,33658.0,165063.0,38913.0,3027.0,99083.0,190721.0,101512.0,2430.0,80016.0,,77046.0,21074.0,2024.0,
September,2024,Sunday,134335.0,27468.0,116479.0,30573.0,2794.0,78797.0,151084.0,80904.0,2106.0,59898.0,,63718.0,17856.0,1800.0,
September,2024,Total,273118.0,39702.0,245117.0,86942.0,4734.0,102570.0,248574.0,106830.0,4259.0,104213.0,,104659.0,28001.0,3289.0,
September,2024,Weekday,331670.0,44567.0,299374.0,113439.0,5607.0,110769.0,289611.0,116091.0,5322.0,122446.0,,122598.0,32296.0,4078.0,
